epoch,loss,psnr,r2,val_loss,val_psnr,val_r2
0,39928.272257545425,36.86679476809481,0.678596189980259,33825.171085745234,36.65111029907215,0.7154883415685536
1,25308.41391661879,38.07581098118722,0.7985911080974918,32706.922220252203,36.79523002568258,0.7242890161412275
2,24392.55054784006,38.16394386740807,0.8058541097438257,34190.784744977194,36.63433513369218,0.7161924760825422
3,23396.362596730465,38.273207742569944,0.8139600130512399,32625.633897257732,36.7763243929746,0.727398044594081
4,22848.625892680804,38.341213666855076,0.818202737931786,35988.60469109092,36.47449444277036,0.7017417132974322
5,23109.996585257468,38.29465522207224,0.8162908233194919,32033.228441468716,36.86749821171317,0.7360786470167826
6,22783.60212470375,38.3406256270525,0.818734094316471,32466.077988096094,36.87813025334552,0.7291894188206235
7,22542.49114725474,38.36495255423976,0.8207690207069888,31576.49990143667,36.96302521481067,0.7372049604877252
8,21875.78315655523,38.45240873552129,0.826169558894665,33671.49411902336,36.69578947852446,0.7243065224757291
9,21702.213552701272,38.461332208841085,0.8272671125565956,30880.162133501508,37.00382902530216,0.7443638235333435
10,21954.35821692761,38.44800639186773,0.8252463401031713,31354.193130547228,36.967575558343974,0.7418729780472114
11,21430.920857759083,38.52677783018144,0.8295194072923383,37416.52098893996,36.305709341345626,0.6877637049721014
12,23873.934758555373,38.26010960307966,0.8099440602316523,31803.945586681868,36.93295237603206,0.7341849220606099
13,21933.006480492317,38.50341615181002,0.8257319987488012,31503.85912213923,36.97868195464074,0.7399906338739473
14,21478.1424227054,38.524410415469696,0.829164072858366,30955.16670912184,36.99548506341788,0.7408381559880063
15,21532.444995488902,38.52634588612526,0.8287406223870255,32245.124495307115,36.84472566681507,0.7356964059457302
16,21142.136334409115,38.57006844813986,0.8320047759489231,30678.764219023058,37.00122654114968,0.7460744255383353
17,20913.305741211218,38.59581739386756,0.8336281943718478,32079.953091802672,36.89005537981915,0.7369200814835336
18,20843.733230393565,38.59207363616321,0.8344017203530166,30532.682501137126,37.039189454936825,0.748936455687903
19,20614.51263219082,38.61539655387898,0.8359245903976208,30700.17802473472,37.01615367510601,0.7439962258047155
20,20264.86487584387,38.66827603969996,0.8387922586226251,31385.011151683542,36.913359254002174,0.7470401195026409
21,20262.264026478562,38.64614914628631,0.8389899818693828,32505.05443276896,36.84405352760409,0.7351304842550659
22,20204.01463805749,38.66497658190115,0.8393954299229789,30485.44070910613,37.03815801383595,0.7491780214584571
23,19837.368321445883,38.726468309524655,0.8423367446436686,32247.09868742444,36.88863307270159,0.7377846175588023
24,19858.859242584746,38.70854153149568,0.8418698797312252,30380.017918046928,37.016982261835246,0.7503817551644908
25,19774.326498985563,38.7321796762433,0.8427990364364015,31310.237168625215,36.96477695535588,0.7463957635787647
26,19407.122839835894,38.78612821974038,0.845545620590885,30778.670874965588,37.02400710666521,0.7504866323536821
27,19735.303743760775,38.736811566921325,0.8430122286894649,32003.019854713533,36.88507131072259,0.7435660254940452
28,19344.621830450124,38.799081366762834,0.846137077737834,30286.713554384514,37.0326594139303,0.7544647942760102
29,19288.751799388647,38.81419933968938,0.8466873359522645,31365.460308153488,36.94001537733216,0.7480796526974444
30,19185.114957200698,38.81740949455947,0.8474061987380193,30612.819873640685,37.04406350345935,0.7524759469447345
31,19180.218718579432,38.82352179680977,0.8474137261488491,31635.58898940977,36.92955214454675,0.7363988679566968
32,19139.627658965634,38.83918851081478,0.8479573091053819,30477.52029619123,37.06823030833619,0.7542123020659869
33,18744.350518888252,38.90311395721304,0.8509354276309168,31004.760985322853,37.030510747248925,0.7501065357085516
34,18773.374177454396,38.910466575239006,0.8507682615331931,30767.39706948958,37.04175473455838,0.7496907912964543
35,18835.790620062482,38.89446139643844,0.8501021446287204,32218.68941282064,36.87706695698372,0.741843985024967
36,18950.74232889256,38.877444820957464,0.8493238484438245,30601.569449743547,36.9491684097309,0.7510854014317948
37,19009.57992607189,38.85319044753691,0.8487450442105934,29925.64503472721,37.119747676920596,0.756876891147676
38,18555.906032861425,38.940653678501725,0.8524508836864569,30377.32485482949,37.063631291340606,0.7529582934716099
39,18591.552863984845,38.94553241548919,0.8521373775525191,30518.10371396734,37.06146328962706,0.7520984237043152
40,18639.80446923926,38.9343714748296,0.8517403568183167,30945.129556543558,36.99344871533416,0.7430583221707138
41,19074.893489321494,38.84058483685957,0.8482373431646012,31154.6459328318,37.01227935196328,0.7450554135726305
42,18422.33192240017,38.972678390805385,0.8535057473579928,33227.322288629344,36.75918321391238,0.7351139191979366
43,18428.460525666116,38.96982650077401,0.8534597735300862,30264.591836805306,37.05829198673449,0.7560490389088499
44,18320.045454902505,38.99722636002845,0.8542996059029789,30489.24923346904,37.06115531209076,0.7542341077714705
45,18379.60533801799,38.982105043625495,0.8537864045006418,31931.53928057371,36.860548912719736,0.7376625382396826
46,18289.373458708884,38.996269650173,0.8546275266865415,31899.39125827408,36.90712491066237,0.7419679758250343
47,18222.085333776213,39.011947915664315,0.8552148959068895,31382.647778883733,36.997778924936355,0.742669674910246
48,18538.96335043136,38.943327056919834,0.852595340209047,32380.81646731438,36.837324001637725,0.7362863140339985
49,18187.200025024238,39.027282494575395,0.8554194111893897,31208.208158182366,36.945861936951125,0.7462482121693247
50,18012.850434726013,39.061823543821454,0.856717046394118,30019.217870224074,37.09726626651789,0.7555765404299873
51,18054.175843530054,39.056591280504605,0.8563714296918462,31155.125300646218,36.98688529618316,0.7487523952606229
52,17979.193289239804,39.07084902988292,0.8570742111923845,29792.232010321655,37.13065223945896,0.7584622400902611
53,18026.631135427142,39.06700340737834,0.8565842890595609,29768.512548589664,37.135639460255994,0.7603290208874791
54,17959.438714741635,39.07030913570221,0.8571909148266383,30104.23728645235,37.082394199285496,0.7548330786880446
55,17806.243460033038,39.10832244710859,0.8583602936608256,31735.20970742214,36.9349015577536,0.7431653728204749
56,18207.357943119794,39.01686546590882,0.8551924921972455,30533.24132062895,37.05080272232928,0.7553970365360826
57,17759.88534185579,39.125842242636786,0.8587865517146969,30364.0355056168,37.07159645374988,0.7557897829785721
58,17801.776681673728,39.12334808485496,0.858488310756645,29900.096187151383,37.155675966780976,0.7565854740339164
59,17853.41429254345,39.10715811843675,0.8579815776140585,30134.18993967625,37.10882093887453,0.7574525756887535
