epoch,loss,psnr,r2,val_loss,val_psnr,val_r2
0,253169.88164096166,28.029645731311458,0.5529972574417018,160326.19390979604,28.525228649951437,0.6783355519390992
1,119889.48058882146,30.194919991650757,0.7906233789899575,162231.5573365532,28.449034441639544,0.6577038271473044
2,113986.66640108805,30.499204083853364,0.8010911665165503,163996.47348403238,28.396260947819517,0.6503891278463888
3,111715.83997055444,30.625928021271797,0.8049751408173415,151275.0834605118,28.831068726411488,0.6929284977545332
4,109888.58876983984,30.720725863050436,0.8081278493609177,160225.1886236594,28.513282969298633,0.6604682410698244
5,107244.0437217215,30.848172689984153,0.8127440571682236,156757.78032683377,28.602818114563707,0.6706380743262618
6,109245.65443882864,30.7731958152028,0.8093441932648634,152920.28202279637,28.937159172707588,0.7054797625913823
7,107804.75029625108,30.840961082609724,0.811820750844715,160086.22926541703,28.490912163747314,0.6594968195746003
8,105741.0146711613,30.941330103996123,0.8154203921890368,143450.64000406972,29.090405746448273,0.7135865411847006
9,104583.73729486857,30.991039487624505,0.8174222037046335,152812.94097122474,28.704267342748352,0.6812223881971079
10,103761.29868617136,31.023131369722538,0.8189249750835668,151764.317100869,28.903522755375292,0.6939505176172966
11,103006.4268663818,31.058757783626216,0.8201897613654976,144275.2987684633,29.071417583059013,0.7117881239470789
12,102772.87202402327,31.07413142017166,0.8206673464840837,146010.77154927343,29.00692789387705,0.7060797746400889
13,102314.03084602125,31.09499337816334,0.8213348287818282,153669.5785948123,28.75751344625445,0.6829790862985786
14,103888.34510108446,31.016436584240335,0.8187096489807958,152044.3380935495,28.97424106658173,0.7019936982829441
15,99575.68104082879,31.219728365741698,0.8261857807413664,148160.95124126208,28.859465511665025,0.6973763007514038
16,100277.28280307383,31.183381669379553,0.8249249249585433,155570.21198260796,28.75156482768495,0.6825308044454689
17,101391.47790460715,31.140141671500444,0.8230267575642598,143427.4045128914,29.023586227349778,0.7103879681654524
18,100129.44145674734,31.18522155671858,0.8252250308176801,142310.9123238952,29.163524987493727,0.7219981294784191
19,98651.36522371446,31.256940907974485,0.827719415408789,147437.33622402567,28.929915758472834,0.6987197463235943
20,97825.85530603633,31.294202720184018,0.8292270951557351,141727.3075160993,29.096880471056863,0.7168180445630261
21,98272.3873280846,31.266430464396358,0.8285027724578099,146641.61815555277,28.976203360845677,0.7046792895061285
22,96843.05933325553,31.345449021341334,0.8309624712722666,147718.28727826057,28.822379332238043,0.6985044508193583
23,96096.12182203389,31.38028471129477,0.8322310005238398,148424.68898649214,28.893176130027957,0.7012491805633572
24,96495.27648305085,31.357691839076224,0.8316017793739229,145065.38237410825,29.11647207093378,0.7198159447645965
25,97172.24193389113,31.31832263621062,0.8303179837649871,149117.1839315211,28.784500057962358,0.6939731552193793
26,97660.78045326415,31.295874724679894,0.8294135208823016,143747.7464734152,28.970558480468505,0.7078149494147217
27,96355.52098893996,31.36772237513059,0.8318191897557474,143484.6937893505,29.063928959185418,0.7157772655209899
28,95418.12919015728,31.40552527820266,0.8334472540876229,150230.68710200614,28.80149064579538,0.6928585911349616
29,96418.1557472709,31.360760868229217,0.8317047339408982,143915.20956023174,28.980821040561803,0.7077302539655672
30,95173.2979657426,31.424043348554015,0.833872945135402,144193.45843432803,29.067540192049286,0.713164557673677
31,95392.75787982979,31.409977583322192,0.8335157006645093,146970.69253402398,28.995219805523043,0.7041555193150214
32,94542.18207546324,31.445765098324113,0.8349197564266153,151463.45758672076,28.88731533405962,0.6969837007834904
33,96243.17066306378,31.366990989941492,0.8319859751439992,149151.16360690174,28.78706417286475,0.6950520178966455
34,94331.7662893206,31.454361286289355,0.8353280213946962,150805.41061596284,28.796627338734165,0.689863603918486
35,93928.76899373384,31.469028057020584,0.8360197549748442,145439.2897006368,28.980451711712927,0.7059824940551689
36,94485.5851452528,31.44355181612115,0.8350959197949555,145117.17858852822,29.159884022785125,0.7214485411898314
37,95682.43178145647,31.376104622248842,0.832968238834265,144731.4643376544,28.93051162017644,0.7090747261725429
38,92974.95589449871,31.51336927066004,0.8376822694386945,141534.4149826738,29.080722552223428,0.7163804299950337
39,93149.53677553145,31.498940859879273,0.8373676817569881,142060.65258950373,29.173629129708047,0.7247602960153134
40,93321.94491974289,31.502819855779588,0.8371590499869711,152149.2962525735,28.700754863165876,0.683895448518304
41,92384.55198308676,31.54129984843871,0.8387391457643978,139986.70966272263,29.15053006016659,0.7230070451661383
42,93760.8293952887,31.476250934244675,0.8363356000560003,149515.8584638035,28.771338231146,0.6933092578701917
43,93273.14188855574,31.50976192043691,0.8371537487693848,150618.20389555205,28.756183521621793,0.6916095049721659
44,92054.72897515082,31.56501051900853,0.8392304543858456,140542.27689451067,29.187413185227022,0.7236509257824978
45,92963.84538386957,31.51678354635351,0.8377496697580085,138308.32549614576,29.23311556982581,0.7270955863805334
46,92429.74372710787,31.545930487641794,0.8386217359837633,146835.64660238917,29.147595937163235,0.7188315727376714
47,92559.26729702312,31.52528285843242,0.8383615386105926,145443.7502393948,29.1037218769106,0.7125013750208802
